제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
현아샘의 교실을 살리는 그림책 감정 수업,30차시,2024-05-22,5,강추합니다. ,"생활지도를 위해 먼저 감정을 알고 자신의 감정을 어떻게 표현해야 할 지 알지 못하는  아이들에게 그림책을 통해 자신의 감정을 어떻게 표현하는 것이 좋은지 알게 되는 좋은 강의였습니다. 마음이 따뜻해지는 강의, 학생들의 마음을 읽고 풀어줄 수 있는 행복한 강의를 해주셔서 많은 도움이 되었습니다. 교사도 힐링이 되는 시간이었습니다. 감사합니다.",학습지도,"85,000원",유초등,1
조병영의 문해력 수업,30차시,2024-05-08,5,문해력 궁금한 분야,현장에서 아이들의 문해력에 대해 깊이 고민해보는 시간이 되었습니다. ,학습지도,"75,000원",전체대상,1
Let's AI 인공지능 교육 활용편,15차시,2024-05-12,5,다양한 수업 방법 시도,엔트리를 활용한 다양한 수업 방법과 ai이해도에 큰 도움이 되었습니다,학습지도,"40,000원",전체대상,1
법정의무교육 한 번에 이수하기,15차시,2024-03-09,5,유익하고 쉽게 이수할 수 있어요,"의무 연수 들을 겸 수강했는데, 내용이 유익해서 가끔 듣게 됩니다. 제가 근무하는 학교에서 필요한 대부분의 연수를 쉽게 이수할 수 있어 좋았습니다. 단 아쉬운 것은 한개인가 두개인 것이 (한꺼번에) 항목에 빠져 있어서 그것만 다시 들었던 기억이 있어서 들을 때 연수 내용 확인할 필요가 있습니다. 이수증이 여러장 나오는 것이 특이합니다. ",생활지도,"40,000원",전체대상,1
"어서 와! 이탈리아는 처음이지, 본격 이탈리아 도시 여행",15차시,2023-12-17,5,볼 게 많아 복잡한 이탈리아 도시 정리에 딱!,"국가 전체가 거의 유적지고 볼 것도 워낙 많은 곳이라 공부하기에 엄두가 안 났습니다. 그런데 도시별로, 문화별로 주제에 맞게 강의 자료가 정리되어있어서 여행 루트대로 한 번 보고, 또 주제에 맞게 한 번 볼 수 있어서 여행 전 정리하기에 딱 좋은 연수입니다. 가이드분이 직접 가서 설명을 해주시니 가이드 투어하는 느낌이 나고, 스튜디오에서 진행자분들이 한 번 더 정리해주시니 비슷한 입장으로서 공감도 되었습니다. 한두번 들어서는 아직 완벽히 정리가 안되어 시험도 조금 헷가리는 부분들이 있어서 여행 가기 전에 계속 돌려 들을 생각입니다. 교사에 맞는 좋은 연수 만들어주셔서 감사합니다.^^",자기계발,"50,000원",전체대상,1
정재승의 미래학교,30차시,2024-05-09,5,미래학교,정재승 교수님의 강의 자체가 넘 차분하게 설명을 잘해주시고 어렵지 않게 내용을 전달해 주셔서 유익하였습니다.,학습지도,"75,000원",전체대상,1
말로 통하는 슬기로운 교사 생활,30차시,2024-03-25,5,슬기로운 연수였습니다!,"평소 보던 유투버가 나와서 연수를 진행해주셔서 관심있게 보게 되었고, 실제 사례나 예시를 포함하고 있어서 유익했습니다. 연수 내용을 잊지 않고 있다가 적절한 상황에 사용하여 저의 말과 행동이 되면 좋겠습니다.",자기계발,"75,000원",유초등,1
흔들리지 않는 교실을 위한 단호한 학급운영,30차시,2024-01-04,4,학급 경영의 교과서같은 강의네요.,바른 학급 경영에 대한 강의입니다. 교과서같아요! 여러 가지 사례들이 있어서 왠만한 학급경영 고민들에 대한 답은 다 담고 있는 것 같습니다. 팁들까지 주니깐 뭔가 하고 있었는데 어설펐던 것까지 짚어주시네요.,학급경영,"85,000원",유초등,0
다양한 재료로 쉽게 따라 하는 캘리그라피,15차시,2024-05-23,5,추천,유익한 내용이 많았습니다. 고맙습니다.,자기계발,"40,000원",전체대상,1
한국어교원양성과정 Ⅲ,30차시,2024-04-20,5,인내의 과정,여기까지 잘 참고오니 좀 들린다. 뿌듯하네요!,자기계발,"75,000원",전체대상,1
통합교육의 거의 모든 것,30차시,2024-04-22,5,통합교육의 첫걸음을 함께해준 연수,"올해 통합학급을 처음 맡아 걱정과 두려움이 많았는데요, 연수를 통해 많은 도움과 용기를 얻었습니다. 통합학급운영이 막막한 선생님들께 추천드립니다.",생활지도,"75,000원",전체대상,1
시크릿 플레이리스트 슈퍼콘서트,30차시,2023-12-26,5,힘들 때 나를 위한 음악,"연수를 들으며 우리 교사를 위한 콘서트라는 생각에 귀기울이게 됩니다. 그리고 힐링이 되네요. 가끔씩 듣고 싶은 음악을 복습하기를 하며 다시 듣는데, 교사를 위한 위로라고 생각하니 더 마음에 닿습니다. _x000D_
_x000D_
이 연수 적극 추천합니다.",자기계발,"85,000원",전체대상,1
"힐링여행, 유네스코 세계문화유산을 찾아서",60차시,2024-05-16,5,전 세계 문화유산에 대한 고른 소개,"유럽 중심의 소개 비중이 높다고 봅니다. 유네스코 자체의 구조적인 문제이기도 하겠으나, 전세계의 문화유산에 대한 고른 안내 추가되면 더 좋겠습니다. ",자기계발,"130,000원",전체대상,1
"상식+, 영어로 스마트하게 말하기",30차시,2024-05-27,5,뉴스 보기가 쉬워졌어요.,뉴스나 기사에 나오는 영어들이 이 연수를 듣고 나니 쉬워졌어요,어학,"75,000원",전체대상,1
"공간의 재발견, 정리의 힘",15차시,2024-01-04,5,정리의 힘!을 기르다.,수납 공간이 적어서 늘 어수선한 교실과 새로 이사하여 무질서한 집 정리에 도움을 받고자 연수를 수강했습니다. 틈새까지 꼼꼼하게 공간을 구분하여 정리하는 방법을 배워서 실생활 정리에 많이 도움이 되었습니다. 평소에 정리하는 습관을 기르는데도 도움이 될것 같습니다. ,자기계발,"40,000원",전체대상,1
전문가가 알려주는 창의 영재교육의 비법,30차시,2024-04-14,4,아쉬움이 다소 남는 연수,영재교육과 관련하여 교육방법과 다양한 사례들을 사실 기대했지만 영재관련 이론과 PBL수업의 절차 정도만 안내가 되어 다소 아쉬웠습니다. 영재교육과 관련한 우수수업사례들이 다양한 교과목들로 채워지면 더 유익한 연수가 될 거 같습니다.,학습지도,"75,000원",전체대상,0
해커스톡 영어회화 10분의 기적 - 아는 단어로 말하기,30차시,2024-01-22,5,영어회화 나이스~,"정말 유익한 연수였습니다._x000D_
",어학,"75,000원",전체대상,1
아이들의 내면이 단단해지는 격려수업,15차시,2023-12-14,5,내용이 좋네요.,학생들에게 어려움을 극복하는 법을 알려줄 수 있는 방법을 알게 되었어요.,생활지도,"50,000원",전체대상,1
하지현의 감정수업,30차시,2024-01-17,5,수업의 다양성,알찬 교과 수업을 위한 다양성을 배우는 연수였습니다.,생활지도,"85,000원",전체대상,1
아이스크림으로 완성하는 에듀테크,15차시,2024-04-14,5,굿,"띵커벨, 클래스툴 등 아이스크림을 활용한 에듀테크 활용 방법을 잘 알게 되었습니다. ",ICT,"50,000원",유초등,1
뚜루뚜루와 함께 처음 시작하는 AI 코딩,15차시,2023-12-16,4,좋은 교육 정보를 알게 됨,알찬 구성으로 짧은 시간에 엔트리를 통한 AI 코딩 관련 기본적인 것들을 잘 알게 되었습니다. 뚜루뚜루 로봇을 조금 더 싼 가격으로 교재와 함께 패키지로 했으면 합니다. 고맙습니다.,학습지도,"50,000원",유초등,0
수업에 바로 써먹는 문해력 도구,15차시,2024-06-06,3,초등보다는 중등에 유용한 연수,다양한 방법으로 문해력 향상에 도움이 되는 지도법을 알려주시는데 초등보다는 중등에 적합해 보임. ,학습지도,"50,000원",전체대상,0
알베르토가 함께 하는 핵심역량 연계 다문화 교육,30차시,2024-04-23,5,유익한 연수,나날이 다문화 교육의 중요성이 강조되는 시기에 도움이 되는 유익한 연수,생활지도,"75,000원",전체대상,1
HOLA! 스페인어 첫걸음 - 기초완성,15차시,2024-04-22,5,스페인어를 배우면서 즐거운 시간~,스페인어를 배우는 게 버킷리스트 중 하나였는데 아이스크림 연수를 통해 기초적인 내용을 배웠습니다. 추천합니다~~,어학,"40,000원",전체대상,1
HOLA! 스페인어 첫걸음 - 기초완성,15차시,2023-12-29,5,중국어 회화 많은 도움 되었어요~,중국어 회화에 대해서 자세하게 알게 된 연수였습니다.,어학,"40,000원",전체대상,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-21,4,생각을 꺼내는 교육,IB교육에 대해서 잘 듣고 배운 바를 실천하도록 노력하겠습니다. 좋은 연수 감사합니다.,학습지도,"50,000원",전체대상,0
"차이를 만드는 교실 습관, 자율의 힘",30차시,2023-12-14,5,도움이 많이 되었습니다. ,"특히 학년을 올라가며 규율과 자유, 책임 사이에 고민이 많았는데_x000D_
그 부분에 대해 명쾌한 답을 찾은 연수입니다. ",학급경영,"75,000원",전체대상,1
통합교육의 거의 모든 것,30차시,2024-05-07,5,학교안전교육,학교 안전에 관한 모든것이 다 들어 있어 만족함,생활지도,"75,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-01-04,3,A to Z까지 알려주는 초보 구글강의입니다.,연수가 워낙 자세해서 잘 가르쳐 주는데요.. 구글 아예 안 친해서 감이 안 잡히는 분들이 들으면 좋을 것같습니다. 기초적인 것들이 대부분이라 저는 조금 아쉬웠습니다. 좋은 강의였지만요!,ICT,"40,000원",전체대상,0
입시가 뭐니? 대학 입시 찐 전략,30차시,2024-01-17,5,유용한 연수입니다.,대입에 대해 하나도 모르는 게 걱정되어서 들었는데 자세하게 설명해 주어서 유용한 연수였습니다.,자기계발,"75,000원",전체대상,1
"마을이 잇는 교육, 교육이 짓는 아이들 마을교육공동체(실무자편)",15차시,2024-05-19,5,마을 교육 공동체  교육,"인간은 협력하는 존재여서 창의력, 의사소통, 협동능력, 정보이해, 자연 의식, 지식 글로벌 사회에서 협력하며 학생, 학교, 미을, 지역사회, 교육청, 지자체 협력하여 영주시 특지 살리는 ""영주마을교육공동체 - 더블어교실"" 마을+학교 = 마을교육공동체의 다양한 체험학습 창조하십시다 ",학습지도,"40,000",전체대상,1
다양한 재료로 쉽게 따라 하는 캘리그라피,15차시,2024-01-07,4,쉽게 따라할 수 있는 캘리그라피 연수,"제가 취미생활로 하고 싶어 신청했던 연수인데, 아이들이랑 수업시간에 함께 하며 활용했습니다.",자기계발,"40,000원",전체대상,0
단단한 내면의 힘을 기르는 지나영의 코어 마인드,15차시,2024-02-05,5,지나영의 코어마인드 꼭 들어보세요,저에 대한 부정적인 시선을 거두고 행복하게 살 수 있을 것 같습니다. 가족과 육아로 고통스럽게 지내고 있었는데 많은 것을 이해하고 받아들이게 되었어요. 감사합니다. ,자기계발,"50,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-04-01,5,교사를 위한 구글 활용법(입문자편) 연수 후기,평소 유튜브와 PPT를 주된 수업자료와 도구로 활용했었는데 수업 교구뿐만 아니라 업무에도 활용할 수 있는 다양한 꿀팁들을 배우고 익힐 수 있는 유용한 연수였습니다. 입문자 다음으로 초급자와 중급자 버전까지 연수가 개편되면 좋겠네요.,ICT,"40,000원",전체대상,1
실전! 창의 수업 전략,30차시,2023-12-28,5,실전 창의수업전략,정말 창의적인 수업이 많네요. 잘 사용해 볼게요!!,학습지도,무료,유초등,1
실내에서 끝장내는 학생열광 체육놀이,30차시,2024-01-19,5,연수후기,여러가지 종목과 변형게임을 통해 또다른 다양한 프로그램을 접목시키면 더 발전하는 수업이 될거 같습니다.,교과지도,"75,000원",유초등,1
이보영의 바로 떠나는 왕초보 여행영어,30차시,2024-01-29,5,어학,잊고 있었던 실제 여행영어를 쉽고 빠르게 접근할 수 있도록 도움을 주셔서 감사합니다.,어학,"75,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-01-04,5,구글 초보자에게 도움이 되는 연수,구글 사용에 대해 띄엄띄엄 알고 있어 매번 물어보기 힘들었던 점이 해소되어 좋았습니다. 잘 활용할 것 같아요~,ICT,"40,000원",전체대상,1
서준호 선생님의 놀이 끝판왕 100,30차시,2023-12-23,5,유익한 연수,교재도 구입해서 같이 보고 있습니다. 교실에서 활용해볼게요,학습지도,"75,000원",전체대상,1
알아두면 쓸모있는 교직실무,60차시,2024-02-24,5,교직에 도움이 되는 연수,"60시간 원격 연수, 긴 연수 시간이 아깝지 않은, 도움이 되는 연수였습니다. _x000D_
_x000D_
교재가 두꺼워서 처음에 깜짝 놀랐지만 임용고시 준비했던 당시의 마음으로 열심히 공부 했습니다. _x000D_
_x000D_
교육학, 관련 법령, 장학 등 실질적으로 학교 생활하면서 꼭 필요한 이론이라고 생각하니 내용이 귀에 쏙쏙 들어 왔습니다. _x000D_
_x000D_
점수 받기 위해 연수 듣는 선생님들이 많으실 것 같아서, 혹시라도 만족할만한 점수를 받게 되면 꼭 후기를 작성해서 선생님들께 도움을 드려야겠다고 생각했습니다. _x000D_
_x000D_
출석 시험에서 2개 틀렸는데 최종 상대평가 점수는 96점이 나왔습니다. 문제가 어려워서 몇 문제 찍고 나왔는데, 오히려 찍은 것들은 모두 맞았고...틀린 2문제는 뭐가 틀렸는지 잘 모르겠습니다. 시험 보러 가는 날 컨디션이 좋지 않아서 시험을 포기할까 잠시 생각했지만...그래도 보기 잘한 것 같습니다. 정신도 몽롱하고 몸이 좋지 않았는데 시험 문제가 어려워서 정신이 번쩍 들었던 것 같습니다. _x000D_
_x000D_
교재를 정독하면서 5회독 정도 하신다면 좋은 점수를 받을 수 있을 것 같습니다. 저는 좀더 이해가 되지 않는 부분은 반복하여 보았고, 3번 정도 정독하여 보았습니다. 내용이 많아서 그렇지 여러 번 반복해서 본다면 맞출 수 있는 문제들입니다. _x000D_
_x000D_
요약해서 올려주신 내용도 2번 정도 보았습니다. 한 강의가 끝날 때마다 나오는 정리문제들도 출석 평가에서 많이 출제가 되었습니다. 다양한 곳에서 문제가 출제되기 때문에 좋은 점수를 희망하신다면 교재를 여러 번 정독하시기 바랍니다. 쌩뚱맞은 내용이 나오는 것이 아니라 교재 어딘가에서 봤던 내용이 나옵니다. 단, 보아야 할 양이 많을 뿐입니다. _x000D_
_x000D_
연수 잘 들으시기 바랍니다. ",자기계발,"130,000원",전체대상,1
