제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
유초등을 사로잡는 감동의 그림책 놀이수업,30차시,2023-12-14,5,"유치, 초등저학년 선생님들께 유익한 연수!",초등 저학년에게 읽어줄 수 있는 많은 그림책과 그와 연계된 놀이를 알 수 있어서 유익했습니다. 고학년에게는 어떻게 적용할 수 있을지 궁금합니다 평소 그림책 수업에 관심이 많아 연수를 신청하게 되었는데  수업에 꼭 적용해보고 싶습니다.,학습지도,"85,000원",유초등,1
흔들리지 않는 교실을 위한 단호한 학급운영,30차시,2023-12-14,5,나의 학급 세우기를 되돌아볼 수 있던 연수 ,"학급을 세우는 과정에서 어떤 것을 우선시해야 할지를, 어떤 순서로 차분히 진행해야 할지를 혼자서 생각하기에는 막막한 부분이 있었는데 이 연수를 통해서 그런 부분을 확실하게 정리할 수 있었다. ",학급경영,"85,000원",유초등,1
"공간의 재발견, 정리의 힘",15차시,2023-12-14,5,공간의 재발견,정리를 즐기면서 하라는 말이 인상적이었습니다. 매일 조금씩 나누어서 하면 정리도 힘들지 않고 생활개선에 도움이 될 것 같아요.,자기계발,"40,000원",전체대상,1
읽고 쓰고 만드는 그림책 수업,30차시,2023-12-14,5,그림책,재미있는 연수였고 여러 책을 소개해주셔서 도움이 많이 되었어요,학습지도,"75,000원",전체대상,1
김성환 선생님과 함께 실천하는 학급긍정훈육법(PDC),30차시,2023-12-14,5,학급긍정훈육법,이해가 잘되었습니다,학급경영,"75,000원",유초등,1
"가장 쉬운 수업도구, 패들렛과 띵커벨",15차시,2023-12-14,5,AI와 친구하기!!,그 목적에 한 발 다가갈 수 있게 해준 연수 감사합니다^^,ICT,"40,000원",전체대상,1
쏭쌤&이종대왕의 리얼 놀이로 푸는 초등학급경영,30차시,2023-12-14,5, 참 고마운 연수를 만나게 되어기쁩니다,"새학기 학생들의 상담활동이 조금 편안해지고, 저도 즐겁게 학생들을 대할수 있게되었습니다. 참 고맙습니다.",학급경영,"75,000원",유초등,1
생활지도부터 학습지도까지! 1학년 한해살이 완벽 가이드,30차시,2023-12-14,5,걱정스러운 1학년 담임,낯설고 두렵고 걱정되어 해볼 엄두가 나지 않는 1학년을 구체적으로 세세하게 설명해주셔서 많은 도움이 되었습니다.,생활지도,"75,000원",유초등,1
전인구의 주식 기초반,30차시,2023-12-14,4,좋은 강의 잘 들었습니다.,주식에 대한 기초적인 상식을 잘 알게 된 연수입니다.,자기계발,"75,000원",전체대상,0
"뭉크씨, 도파민 과잉입니다",15차시,2023-12-14,5,흥미롭게 잘 들었습니다,그림과 관계된 이야기와 호르몬 이야기가 흥미롭네요,자기계발,"50,000원",전체대상,1
한국어교원양성과정 Ⅱ,30차시,2023-12-14,5,좋은 연수 감사드립니다.,"학교에서 필요한 기본 연수 및 개인적인 관심 분야의 연수로 연수 교육이 풍부해졌다는 느낌을 받았습니다._x000D_
감사합니다.",자기계발,"75,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2023-12-14,5,구글,구글을 여러 기능을 살펴 볼 수 있어 유용하였습니다.,ICT,"40,000원",전체대상,1
이보영의 바로 떠나는 왕초보 여행영어,30차시,2023-12-14,5,왕초보 여행영어,연수 내용이 제겐 너무 좋습니다. 스마트폰으로도 들을 수 있었더라면 더욱 좋았을 것입니다. 감사합니다.,어학,"75,000원",전체대상,1
디지털 드로잉으로 학급경영하기,30차시,2023-12-14,2,아이패드가 없으면 너무 아까운 연수,갤럭시펜과 패드로 그림을 그려서 수업에 활용하고 싶었는데 반은 아이패트에서만 다운로드할 수 있는 어플이 있어야만 따라할 수 있고 또 나머지 반은 같은 어플이라도 아이패드용으로 수업을 진행해서 따라가기가 너무 헷갈리고 어려웠음..,학급경영,"75,000원",전체대상,0
MBTI로 가화만사성! 성격유형으로 보는 부부&자녀 대화법,5차시,2023-12-14,5,MBTI 엄청 유행이네요.,MBTI에 대해 잘 알게 되었습니다. ,자기계발,"15,000원",전체대상,1
안전교육 SOS - 아이들을 부탁해!,30차시,2023-12-14,5,늘 발생할수밖에 없는 안전교육 필수연수,"3년에 한번은 꼭 들어야 하는 안전연수 !_x000D_
지겹지만 늘 되풀이되는 안전이지만 항상 신경쓰고 있어야 해서 _x000D_
양질의 연수를 찾던 중 아이스크림 연수를 발견하게되었습니다._x000D_
강의 길이도 본편으로는 20분으로 적당하고, 세세한 UI가 좋네요. 또한 우수한 강사분께서 연수를 해주셔서 지루한 그간의 연수와는 다르다는 느낌을 받았습니다. ",학습지도,"65,000원",전체대상,1
고민 톡톡! 토크로 풀어보는 재밌는 성[性] 이야기,30차시,2023-12-14,5,"성교육을 넘은 인권교육,시민교육","저도 성교육을 제대로 받아보지 못한 세대라 아이들에게 어떻게 교육해야 할지 고민되어 신청한 강의입니다. _x000D_
_x000D_
들어보니 기대 이상이었어요. _x000D_
_x000D_
그동안 잘못 알고 있었던 정보도 새롭게 알게 되었고, _x000D_
_x000D_
단순히 '성'에 국한된 교육을 넘어서_x000D_
_x000D_
인권교육, 시민교육 같은 넓은 시야에서 성교육을 바라볼 수 있게 강의가 진행되어서_x000D_
_x000D_
앞으로 제 교과수업도 어떻게 진행하야겠다는 영감도 얻을 수 있었습니다.",생활지도,"75,000원",전체대상,1
직업탐구 - 별일입니다,30차시,2023-12-14,5,나도 잘 모르는 직업들에 대해 알 수 있었던 강의,아이들에게 다양한 직업을 소개해주고 싶은데 저부터도 옛날의 직업만 알고 있어서 시야를 넓히고 싶어서 신청했던 강의입니다. 실제로 들어보니 인터뷰도 그 분야의 권위자분들과 해서 질도 높고 직업의 종류도 60가지나 되어서 질과 양이 모두 훌륭한 강의였습니다.,학습지도,"75,000",전체대상,1
최민준&김택수의 위대한 녀석들,15차시,2023-12-14,5,알 수 없는 그 녀석들을 이해하는 데 도움이 된 강의,"중학교에서 마주하는 남자아이들의 심리를 훨씬 더 잘 이해하고, 어떻게 지도를 해야 하는지 힌트를 얻을 수 있어 유익했습니다",생활지도,"40,000원",유초등,1
수업과 성장을 돕는 과정중심평가_초등 기초,15차시,2023-12-14,5,굿,연수 잘 들었습니다. 많은 도움이 되겠습니다.,학습지도,"40,000원",유초등,1
교사를 위한 구글 활용법(입문자편),15차시,2023-12-14,5,구글 입문자용으로 좋아요.,구글에 대한 다양한 활용법을 쉽게 알려 주셔서 많은 도움이 되었습니다. 강추합니다.,ICT,"40,000원",전체대상,1
"[컬러테라피] 감성을 그리는 시간, 수채화로 떠나는 컬러링 여행",15차시,2023-12-14,5,추천합니다.,도구 준비부터 꼼꼼하게 안내해 주시고 차근차근 따라할 수 있도록 설명해 주셔서 많은 도움이 되었습니다. ,자기계발,"40,000원",전체대상,1
교사의 사랑,15차시,2023-12-14,5,심리극을 통한 위로,"자율연수를 듣고 싶어 찾아보던 중 우연히 사랑에 대한 연수가 있어 수강하게 되었습니다. 사람과 사람이 관계를 맺는 것은 참 자연스럽고 당연한 일이지만 너무 어려운 문제기도 한 것 같아요. 누군가와 관계를 맺을 때 마주하는 다양한 문제상황을 심리극으로 보면서 깊이 몰입하고 공감하면서 보았던 것 같습니다. 본인의 문제상황일 때는 보기 어려웠던 것이 심리극으로 보니 새로운 관점으로 보이기도 하고 안 보였던 것이 보이기도 하더군요. 제가 처했던 상황을 다르게 볼 수 있었던 좋은 기회였던 것 같습니다. 역할극에 참여하신 선생님들께서 각 상황에 위로의 말을 건네주시는 것도 참 감동이었어요. 이번 연수를 통해 제가 더 건강하고 현명한 관계맺음을 할 수 있길 바라요. 좋은 말씀, 좋은 생각 많이 받아 갑니다. 감사합니다. ",자기계발,"40,000원",전체대상,1
"뭉크씨, 도파민 과잉입니다",15차시,2023-12-14,5,정보통신윤리교육에 필수연수,정보통신윤리교육에 필수 연수로 강추합니다. ,자기계발,"50,000원",전체대상,1
미래 인재를 위한 디지털 리터러시,15차시,2023-12-14,4,미래 인재를 위한 필수 연수,화두가 되는 주제라 연수를 신청하게 되었는데... 세세한 예시와 ㅣ수업 내용은 좋았어요,학습지도,"50,000원",전체대상,0
"학습부진, 기초튼튼! 실력쑥쑥!",15차시,2023-12-14,4,현장에선 어려운... 멀고 험한 학습부진,"학습 부진은 교사라면 누구나 가지고 있는 딜레마다. _x000D_
대다수 아이들에 맞추어 수업을 진행하면 소수의 개별학습이 필요한 학생들은 학습부진의 굴레가 더 커질 수 밖에 없고, 이친구들을 개별 지도하다 보면 나머지 친구들의 수업에 어려움이 있는 현실.... 연수를 들었지만 여전한 물음표",학습지도,"35,000원",전체대상,0
"내생애 한번쯤, 세계문화유산 여행",30차시,2023-12-14,5,세계여행 가는 기분,강사님의 다른 연수가 좋아서 이것도 들었는데 역시 좋네요.^^,자기계발,"75,000원",전체대상,1
100배로 즐기는 세계문화유산 여행,30차시,2023-12-14,5,힐링 되는 연수,세계 여행 간 기분이 들게 하네요.,자기계발,"75,000원",전체대상,1
"[자율연수] 탤짱쌤의 컴퓨터 활용 꼼수, 이 정도면 나도 스마트",7차시,2023-12-14,5,정말 스마트한 연수였어요.,무료 연수로 질 높은 연수를 들어서 좋았습니다.,ICT,무료,전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2023-12-14,5,몰랐던 기능이 많네요.,구글이 보물 창고네요. 알려주신 대로 잘 활용할게요.,ICT,"40,000원",전체대상,1
KOICA와 함께하는 세계시민교육,30차시,2023-12-14,5,교육청 연계 연수 중 재밌었어요.,여러 선생님들의 다양한 활동 사례가 있어 좋았고 아쉬운 점은 강의 장면을 그대로 찍다보니 선생님들이 강연 중 프로젝터로 쏘아서 보여주는 화면들이 흐려서 잘 안 보였어요. 그런 건 따로 선명하게 보여주는 영상작업을 하시면 좋을 거 같습니다.,교과지도,"65,000원",전체대상,1
야나두 미국에서 한 달 살기- 현지 토크 편,15차시,2023-12-14,5,한국에서 듣는 미국살이 영어^^,"_x000D_
먼저 관련 연수와 같은 앱을 사용하여 수업을 듣고 있었는데 아이스크림 연수원을 통해 직무연수로 만날 수 있어서 좋아요. 실질적으로 일상에서 사용할 수 있는 실생활 영어 수업을 들을 수 있어서 좋았어요. 미국에서 일상적으로 사용하는 것 중 주제를 선택해서 수업을 들을 수 있습니다.",어학,"40,000원",전체대상,1
유네스코 아태교육원과 함께하는 세계시민교육,30차시,2023-12-14,5,다문화에 대해 배우는 시간,다문화에 대한 연수 내용이 매우 적절해서 잘 활용할 수 있었습니다.,생활지도,"75,000원",전체대상,1
학생을 살리는 학교공간혁신,30차시,2023-12-14,3,학교를 다른 역할로 이용하자는 의견은 올바르지 않다고 생각합니다.,학교가 밤이 되고 주말이 되면 공간이 아까우니 이것저것 하자고 하시는데 동의하기 어렵네요. 그렇게 치면 모든 회사나 관공서의 건물을 저녁이나 주말에 활용해야겠죠. 투표권도 없는 약한 아이들이 학교의 주인이라 학교에 대해 이렇게 말도 안되는 생각이 오고가는 건가 많이 의아한 연수였습니다.,자기계발,"75,000원",전체대상,0
뜻밖의 일상 행복화실,30차시,2023-12-14,5,힐링이 되었습니다.,그림 그리기 하면 행복감을 느끼는데 매우 즐거운 연수였어요.,자기계발,"75,000원",전체대상,1
[집밥 한 끼] 맛있는 다이어트 + 건강한 밥상,15차시,2023-12-14,5,좋아요,집밥을 해 먹을 수 있어 너무 좋아요,자기계발,"40,000원",전체대상,1
7대 안전 + 감염병! 한 번에 듣는 학교 안전교육,30차시,2023-12-14,5,바람직한 연수,바람직한 연수였습니다.,생활지도,"85,000원",전체대상,1
최민준&김택수의 위대한 녀석들,15차시,2023-12-14,5,남자아이들은 어렵다.,어렵지만 그만큼 사람에 대한 이해의 폭이 넓어졌습니다. 도움이 되었습니다. ,생활지도,"40,000원",유초등,1
"차이를 만드는 교실 습관, 자율의 힘",30차시,2023-12-14,5,도움이 많이 되었습니다. ,"특히 학년을 올라가며 규율과 자유, 책임 사이에 고민이 많았는데_x000D_
그 부분에 대해 명쾌한 답을 찾은 연수입니다. ",학급경영,"75,000원",전체대상,1
"[컬러테라피] 감성을 그리는 시간, 수채화로 떠나는 컬러링 여행",15차시,2023-12-14,5,아기자기한 시간,수채화를 이용하여 다양한 대상에 대해 그리는 방법을 자세히 알 수 있어서 좋았습니다. ,자기계발,"40,000원",전체대상,1
"공간의 재발견, 정리의 힘",15차시,2023-12-14,5,정리에 대해 고민을 해결하는 시간,"청소를 잘 못하는 편이라 고민이 많았는데_x000D_
살림살이부터 교실 환경까지 가이드라인을 제시해주어서 좋았습니다. _x000D_
추천합니다. ",자기계발,"40,000원",전체대상,1
영어회화 100일의 기적,30차시,2023-12-14,5,추천 별 다섯 개,교재도 신청해서 교실에서 혼자 중얼중얼 합니다. 추천하는 연수입니다,어학,오픈준비중,오픈준비중,1
조병영의 문해력 수업,30차시,2023-12-14,5,좋아요,"문해력 수업의 기초 강의입니다._x000D_
자세한 교안 파일이 올려져 있으면 더 좋았을 듯 합니다.",학습지도,"75,000원",전체대상,1
